"","Isolate","Accession_number","Collection_time","Location","Global_clade","Source"
"1326","A/Darwin/9/2021-egg","EPI_ISL_2768081",2021.292,"Darwin","2a","GISAID"
"1327","A/Darwin/9/2021","EPI_ISL_3100998",2021.292,"Darwin","2a","GISAID"
"1328","A/Darwin/9b/2021","EPI_ISL_2932606",2021.311,"Darwin","2a","GISAID"
"1329","A/Darwin/11/2021","EPI_ISL_5332935",2021.3,"Darwin","2a","GISAID"
"1330","A/India/2153/2021","EPI_ISL_10828529",2021.648,"India","2a","GISAID"
"1331","A/Nevada/8/2022","EPI_ISL_13897084",2022.182,"Nevada","2a","GISAID"
"1332","A/Yamaguchi/2/2022","EPI_ISL_15980865",2022.67,"Yamaguchi","2a","GISAID"
"1333","A/Yamaguchi/1/2022","EPI_ISL_15712855",2022.629,"Yamaguchi","2a","GISAID"
"1334","A/Stockholm/5/2021","EPI_ISL_3315857",2021.289,"Stockholm","2a","GISAID"
"1335","A/TimorLeste/98/2022","EPI_ISL_14161782",2022.179,"TimorLeste","2a","GISAID"
"1336","A/TimorLeste/64/2022","EPI_ISL_14161812",2022.144,"TimorLeste","2a","GISAID"
"1337","A/Guyane/130/2022","EPI_ISL_15394061",2022.086,"Guyane","2a","GISAID"
"1338","A/Darwin/6/2021-egg","EPI_ISL_2932601",2021.204,"Darwin","2a","GISAID"
"1339","A/India/Pune-Nivari_22_31/2022","EPI_ISL_14863105",2022.486,"India","2a","GISAID"
"1340","A/Darwin/6/2021","EPI_ISL_5332906",2021.204,"Darwin","2a","GISAID"
"1341","A/Moscow/CRIE/2","EPI_ISL_2178976",2021,"Moscow","2021.338","GISAID"
"1342","A/Voronezh/CRIE/8","EPI_ISL_4810486",2021,"Voronezh","2021.708","GISAID"
"1343","A/StPetersburg/RII-09/2021","EPI_ISL_13343726",2021.842,"StPetersburg","2a.2","GISAID"
"1344","A/Kosovo/78/2021","EPI_ISL_12942774",2021.911,"Kosovo","2a.2","GISAID"
"1345","A/Kosovo/714/2021","EPI_ISL_12219302",2021.988,"Kosovo","2a.2","GISAID"
"1346","A/Victoria/4411c/2022","EPI_ISL_16454715",2022.582,"Victoria","2a.2","GISAID"
"1347","A/Lithuania/36696/2022","EPI_ISL_13983302",2022.341,"Lithuania","2a.2","GISAID"
"1348","A/Vladivostok/CRIE/NRCEM-13","EPI_ISL_13202982",2022,"Vladivostok","2022.168","GISAID"
"1349","A/Macedonia/IPH-MKD-2294/2022","EPI_ISL_16699345",2022.163,"Macedonia","2a.1","GISAID"
"1350","A/Serbia/5/2021","EPI_ISL_12943127",2021.999,"Serbia","2a.1","GISAID"
"1351","A/Colorado/6/2022","EPI_ISL_11496572",2022.103,"Colorado","2a.1a","GISAID"
"1352","A/NewYork/3/2021","EPI_ISL_7256962",2021.708,"NewYork","2a.1a","GISAID"
"1353","A/RhodeIsland/9/2021","EPI_ISL_8636633",2021.914,"RhodeIsland","2a.1a","GISAID"
"1354","A/Pennsylvania/10/2021","EPI_ISL_8814304",2021.952,"Pennsylvania","2a.1a","GISAID"
"1355","A/Maryland/2/2021","EPI_ISL_6306633",2021.755,"Maryland","2a.1a","GISAID"
"1356","A/Arizona/25/2022","EPI_ISL_14466678",2022.325,"Arizona","2a.1a","GISAID"
"1357","A/Yokohama/3/2021","EPI_ISL_13440481",2021.949,"Yokohama","2a.1a","GISAID"
"1358","A/Victoria/6/2022","EPI_ISL_12206246",2022.116,"Victoria","2a.1a","GISAID"
"1359","A/California/1/2022","EPI_ISL_11533806",2022.01,"California","2a.1","GISAID"
"1360","A/Belgium/S0003/2022","EPI_ISL_9842653",2022.012,"Belgium","2a.1","GISAID"
"1361","A/Sarajevo/192G/2022","EPI_ISL_14759161",2022.297,"Sarajevo","2a.1","GISAID"
"1362","A/Croatia/56518/2022","EPI_ISL_14333067",2022.149,"Croatia","2a.1","GISAID"
"1363","A/Nagasaki/21FS015/2021","EPI_ISL_15259076",2022.577,"Nagasaki","2a.1","GISAID"
"1364","A/Victoria/993/2022","EPI_ISL_13175622",2022.322,"Victoria","2a.1","GISAID"
"1365","A/Finland/298/2022","EPI_ISL_16740746",2022.675,"Finland","2a.1","GISAID"
"1366","A/Victoria/72/2022","EPI_ISL_12579931",2022.245,"Victoria","2a.1","GISAID"
"1367","A/NewZealand/306/2022","EPI_ISL_16383802",2022.475,"NewZealand","2a.1","GISAID"
"1368","A/Wellington/9/2022","EPI_ISL_14467946",2022.393,"Wellington","2a.1","GISAID"
"1369","A/Victoria/4844/2022","EPI_ISL_14991385",2022.508,"Victoria","2a.1","GISAID"
"1370","A/Finland/300/2022","EPI_ISL_16740750",2022.738,"Finland","2a.1b","GISAID"
"1371","A/Victoria/5211/2022","EPI_ISL_16454680",2022.895,"Victoria","2a.1b","GISAID"
"1372","A/Macedonia/IPH-MKD-288SARI/2022","EPI_ISL_16699347",2022.911,"Macedonia","2a.1b","GISAID"
"1373","A/StPetersburg/RII-9000S/2023","EPI_ISL_16741225",2023.032,"StPetersburg","2a.1b","GISAID"
"1374","A/Netherlands/1334/2023","EPI_ISL_17414446",2023.215,"Netherlands","2a.1b","GISAID"
"1375","A/Seoul/842/2023","EPI_ISL_17463781",2023.253,"Seoul","2a.1b","GISAID"
"1376","A/Michigan/60/2022","EPI_ISL_15929647",2022.796,"Michigan","2a.1b","GISAID"
"1377","A/Rennes/55914/2022","EPI_ISL_16201987",2022.81,"Rennes","2a.1b","GISAID"
"1378","A/Slovenia/11088/2022","EPI_ISL_16759314",2022.897,"Slovenia","2a.1b","GISAID"
"1379","A/Tennessee/35/2022","EPI_ISL_15929871",2022.834,"Tennessee","2a.1b","GISAID"
"1380","A/Thailand/508/2022","EPI_ISL_15288600",2022.478,"Thailand","2a.1","GISAID"
"1381","A/Thailand/1489/2022","EPI_ISL_15288466",2022.355,"Thailand","2a.1","GISAID"
"1382","A/Montenegro/1701172202/2022","EPI_ISL_13704120",2022.242,"Montenegro","2a.1","GISAID"
"1383","A/Uvs/61060/2022","EPI_ISL_14116582",2022.316,"Uvs","2a.1","GISAID"
"1384","A/Tunisia/1580/2022","EPI_ISL_14951631",2022.204,"Tunisia","2a.1","GISAID"
"1385","A/Lyon/CHU/R2228592","EPI_ISL_15364222",2022,"Lyon","2022.484","GISAID"
"1386","A/Victoria/5198/2022","EPI_ISL_16613621",2022.738,"Victoria","2a.1","GISAID"
"1387","A/Austria/1553836/2022","EPI_ISL_15517810",2022.744,"Austria","2a.1","GISAID"
"1388","A/NewJersey/31/2022","EPI_ISL_15724424",2022.708,"NewJersey","2a.1","GISAID"
"1389","A/Portugal/211412/2022","EPI_ISL_13837802",2022.322,"Portugal","2a.1","GISAID"
"1390","A/Iceland/35046/2022","EPI_ISL_13203534",2022.322,"Iceland","2a.1","GISAID"
"1391","A/Victoria/5/2022","EPI_ISL_12206253",2022.007,"Victoria","2a.1","GISAID"
"1392","A/Romania/513306_IS/2022","EPI_ISL_12631161",2022.24,"Romania","2a.1","GISAID"
"1393","A/Poland/99/2022","EPI_ISL_14212925",2022.355,"Poland","2a.1","GISAID"
"1394","B/Norway/22696/2022","EPI_ISL_14712020",2022.377,"Norway","2a.1","GISAID"
"1395","A/Hungary/64/2022","EPI_ISL_13957774",2022.267,"Hungary","2a.1","GISAID"
"1396","A/SuratThani/NIC-P2977/2022","EPI_ISL_15937210",2022.664,"SuratThani","2a.1","GISAID"
"1397","A/Bolivia/18559VIR/2022","EPI_ISL_13892742",2022.264,"Bolivia","2a","GISAID"
"1398","A/India/PUN-NIV323256/2021","EPI_ISL_4373402",2021.47,"India","2a","GISAID"
"1399","A/India/2155/2021","EPI_ISL_8832177",2021.673,"India","2a","GISAID"
"1400","A/India/PUN-NIV301759/2021","EPI_ISL_4373531",2021.278,"India","2a","GISAID"
"1401","A/Zgharta/6633/2021","EPI_ISL_12240220",2021.818,"Zgharta","2a.3","GISAID"
"1402","A/Myanmar/I039/2021","EPI_ISL_11303031",2021.582,"Myanmar","2a.3","GISAID"
"1403","A/Victoria/5/2021","EPI_ISL_3950037",2021.61,"Victoria","2a.3","GISAID"
"1404","A/SriLanka/5/2022","EPI_ISL_9847626",2022.048,"SriLanka","2a.3","GISAID"
"1405","A/Darwin/30/2021","EPI_ISL_4036583",2021.533,"Darwin","2a.3","GISAID"
"1406","A/Uruguay/3349/2022","EPI_ISL_16833743",2022.601,"Uruguay","2a.3b","GISAID"
"1407","A/Nepal/21FL2237/2021","EPI_ISL_6424987",2021.571,"Nepal","2a.3b","GISAID"
"1408","A/Reunion/HCL022183842901/2022","EPI_ISL_16311737",2022.555,"Reunion","2a.3b","GISAID"
"1409","A/Pakistan/GIHSN/ICT","EPI_ISL_17276916",1465,"Pakistan","2023","GISAID"
"1410","A/Bhutan/1287/2022","EPI_ISL_15929624",2022.738,"Bhutan","2a.3b","GISAID"
"1411","A/AbuDhabi/3550500/2021","EPI_ISL_8808408",2021.971,"AbuDhabi","2a.3b","GISAID"
"1412","A/SriLanka/6/2023","EPI_ISL_16899230",2023.045,"SriLanka","2a.3b","GISAID"
"1413","A/SriLanka/25/2022","EPI_ISL_16899226",2022.988,"SriLanka","2a.3b","GISAID"
"1414","A/SriLanka/10/2022","EPI_ISL_16899221",2022.845,"SriLanka","2a.3b","GISAID"
"1415","A/Pakistan/GIHSN/ICT","EPI_ISL_16972586",969,"Pakistan","2023","GISAID"
"1416","A/Mauritius/P08894/2023","EPI_ISL_17223808",2023.021,"Mauritius","2a.3b","GISAID"
"1417","A/Darwin/24/2021-egg","EPI_ISL_5522638",2021.61,"Darwin","2a.3","GISAID"
"1418","A/Darwin/24/2021","EPI_ISL_3837458",2021.61,"Darwin","2a.3","GISAID"
"1419","A/Bhutan/1137/2021","EPI_ISL_11497692",2021.99,"Bhutan","2a.3","GISAID"
"1420","A/Alaska/1/2021","EPI_ISL_5069995",2021.634,"Alaska","2a.3","GISAID"
"1421","A/Alaska/1/2021-egg","EPI_ISL_11105867",2021.634,"Alaska","2a.3","GISAID"
"1422","A/Singapore/SAR86232/2021","EPI_ISL_10910074",2021.889,"Singapore","2a.3","GISAID"
"1423","A/Ireland/82/2021","EPI_ISL_8808663",2021.895,"Ireland","2a.3","GISAID"
"1424","A/Belgium/H0006/2021","EPI_ISL_12240108",2021.675,"Belgium","2a.3","GISAID"
"1425","A/Brest/5762/2022","EPI_ISL_11814593",2022.056,"Brest","2a.3","GISAID"
"1426","A/England/214191723/2021","EPI_ISL_5935498",2021.779,"England","2a.3","GISAID"
"1427","A/Santiago/188970/2021","EPI_ISL_9525004",2021.916,"Santiago","2a.3","GISAID"
"1428","A/Victoria/9/2021","EPI_ISL_9673932",2021.952,"Victoria","2a.3","GISAID"
"1429","A/Hungary/9/2021","EPI_ISL_9593265",2021.933,"Hungary","2a.3","GISAID"
"1430","A/Qatar/25-VI-22-1930279/2022","EPI_ISL_16465252",2022.653,"Qatar","2a.3","GISAID"
"1431","A/SaintDenis/48407/2021","EPI_ISL_14795022",2021.93,"SaintDenis","2a.3","GISAID"
"1432","A/SaoPaulo/IAL/C9692","EPI_ISL_13755534",2021,"SaoPaulo","2021.903","GISAID"
"1433","A/Paraiba/181445-IEC/2021","EPI_ISL_10830704",2021.719,"Paraiba","2a.3","GISAID"
"1434","A/Poland/PL80/2022","EPI_ISL_16759940",2022.914,"Poland","2a.3","GISAID"
"1435","A/SantaCatarina/1975/2022","EPI_ISL_11497653",2022.034,"SantaCatarina","2a.3","GISAID"
"1436","A/Valparaiso/64301/2022","EPI_ISL_16816401",2022.388,"Valparaiso","2a.3","GISAID"
"1437","A/VinaDelMar/90277/2022","EPI_ISL_14936973",2022.547,"VinaDelMar","2a.3","GISAID"
"1438","A/Trujillo/TRU02749/2022","EPI_ISL_17321862",2022.725,"Trujillo","2a.3","GISAID"
"1439","A/Uruguay/1046/2022","EPI_ISL_13284184",2022.179,"Uruguay","2a.3","GISAID"
"1440","A/Linares/70547/2022","EPI_ISL_14862715",2022.418,"Linares","2a.3","GISAID"
"1441","A/Ireland/2000/2022","EPI_ISL_14660257",2022.284,"Ireland","2a.3","GISAID"
"1442","A/Zambia/1315/2022","EPI_ISL_17212751",2022.508,"Zambia","2a.3","GISAID"
"1443","A/Zambia/9275/2022","EPI_ISL_17212750",2022.642,"Zambia","2a.3","GISAID"
"1444","A/Zambia/7161/2022","EPI_ISL_15393539",2022.273,"Zambia","2a.3","GISAID"
"1445","A/SriLanka/8/2022","EPI_ISL_16899219",2022.815,"SriLanka","2a.3a","GISAID"
"1446","A/Singapore/SAR39241/2022","EPI_ISL_13655483",2022.319,"Singapore","2a.3a","GISAID"
"1447","A/India/Kerala-NIVQC475/2021","EPI_ISL_14854645",2021.878,"India","2a.3a","GISAID"
"1448","A/India/3402/2021","EPI_ISL_8829794",2021.758,"India","2a.3a","GISAID"
"1449","A/Niger/10238/2021","EPI_ISL_10828573",2021.971,"Niger","2a.3a","GISAID"
"1450","A/Niger/10322/2022","EPI_ISL_10828549",2022.015,"Niger","2a.3a","GISAID"
"1451","A/Norway/29512/2021","EPI_ISL_12240182",2021.9,"Norway","2a.3a","GISAID"
"1452","A/Yokohama/3/2023","EPI_ISL_17297663",2023.034,"Yokohama","2a.3a","GISAID"
"1453","A/Thailand/25/2022","EPI_ISL_16825351",2022.842,"Thailand","2a.3a","GISAID"
"1454","A/Togo/1960/2022","EPI_ISL_16837185",2022.738,"Togo","2a.3a","GISAID"
"1455","A/Ghana/2122/2022","EPI_ISL_14951644",2022.39,"Ghana","2a.3a","GISAID"
"1456","A/Nepal/22FL2210/2022","EPI_ISL_14883637",2022.525,"Nepal","2a.3a","GISAID"
"1457","A/Niger/1864/2022","EPI_ISL_15929510",2022.758,"Niger","2a.3a","GISAID"
"1458","A/UnitedKingdom/13538/2022","EPI_ISL_16486048",2022.774,"UnitedKingdom","2a.3a","GISAID"
"1459","A/India/Kashmir-Niviso_22_06/2022","EPI_ISL_14862707",2022.401,"India","2a.3a","GISAID"
"1460","A/Bahrain/4658/2022","EPI_ISL_14036100",2022.36,"Bahrain","2a.3a.1","GISAID"
"1461","A/Massachusetts/18/2022","EPI_ISL_13897304",2022.423,"Massachusetts","2a.3a.1","GISAID"
"1462","A/SuratThani/P4427/2022","EPI_ISL_16645162",2022.938,"SuratThani","2a.3a.1","GISAID"
"1463","A/Tunisia/23669/2022","EPI_ISL_16836682",2022.949,"Tunisia","2a.3a.1","GISAID"
"1464","A/AbuDhabi/2946/2022","EPI_ISL_15928199",2022.722,"AbuDhabi","2a.3a.1","GISAID"
"1465","A/SuratThani/3897/2022","EPI_ISL_16868616",2022.823,"SuratThani","2a.3a.1","GISAID"
"1466","A/Oman/9537/2022","EPI_ISL_14862592",2022.445,"Oman","2a.3a.1","GISAID"
"1467","A/Wakayama/3/2022","EPI_ISL_17244650",2022.867,"Wakayama","2a.3a.1","GISAID"
"1468","A/Victoria/77/2023","EPI_ISL_17306140",2023.1,"Victoria","2a.3a.1","GISAID"
"1469","A/StPetersburg/RII-91V/2022","EPI_ISL_16741217",2022.914,"StPetersburg","2a.3a.1","GISAID"
"1470","A/Thailand/9/2022","EPI_ISL_14991371",2022.527,"Thailand","2a.3a.1","GISAID"
"1471","A/Thailand/22/2022","EPI_ISL_16899255",2022.725,"Thailand","2a.3a.1","GISAID"
"1472","A/Victoria/59/2023","EPI_ISL_16899277",2023.062,"Victoria","2a.3a.1","GISAID"
"1473","A/Haidian/12962/2023","EPI_ISL_17239795",2023.166,"Haidian","2a.3a.1","GISAID"
"1474","A/Sejong/807/2023","EPI_ISL_17375311",2023.218,"Sejong","2a.3a.1","GISAID"
"1475","A/Seoul/776/2023","EPI_ISL_17256546",2023.158,"Seoul","2a.3a.1","GISAID"
"1476","A/Ulsan/65/2022","EPI_ISL_16922207",2022.832,"Ulsan","2a.3a.1","GISAID"
